08/02/2021;780;A;LAK;0,00057380;0,00057490;9335,00000000;9353,00000000
08/02/2021;785;A;ZAR;0,36090000;0,36120000;14,85830000;14,86830000
08/02/2021;795;A;CNY;0,83170000;0,83280000;6,44440000;6,45240000
08/02/2021;796;A;CNH;0,83300000;0,83340000;6,43990000;6,44190000
08/02/2021;800;A;QAR;1,47350000;1,47450000;3,64000000;3,64200000
08/02/2021;805;A;OMR;13,93510000;13,94390000;0,38490000;0,38510000
08/02/2021;810;A;YER;0,02089000;0,02174000;246,87000000;256,87000000
08/02/2021;815;A;IRR;0,00012780;0,00012780;42000,00000000;42000,00000000
08/02/2021;820;A;SAR;1,43050000;1,43090000;3,75090000;3,75150000
08/02/2021;825;A;KHR;0,00131500;0,00132200;4061,00000000;4081,00000000
08/02/2021;828;A;MYR;1,31920000;1,32090000;4,06300000;4,06800000
08/02/2021;830;A;RUB;0,07227000;0,07231000;74,22000000;74,25000000
08/02/2021;831;A;BYN;2,05150000;2,05580000;2,61060000;2,61580000
08/02/2021;835;A;TJS;0,47070000;0,47920000;11,20000000;11,40000000
08/02/2021;840;A;MUR;0,13450000;0,13550000;39,60000000;39,90000000
08/02/2021;845;A;NPR;0,04596000;0,04597000;116,74000000;116,75000000
08/02/2021;850;A;SCR;0,26000000;0,26000000;20,64280000;20,64290000
08/02/2021;855;A;LKR;0,02745000;0,02759000;194,50000000;195,50000000
08/02/2021;860;A;INR;0,07361000;0,07363000;72,88800000;72,90100000
08/02/2021;865;A;IDR;0,00038320;0,00038350;13995,00000000;14005,00000000
08/02/2021;870;A;MVR;0,34620000;0,34810000;15,42000000;15,50000000
08/02/2021;875;A;PKR;0,03333000;0,03370000;159,25000000;161,00000000
08/02/2021;880;A;ILS;1,64180000;1,64500000;3,26260000;3,26860000
08/02/2021;892;A;KGS;0,06284000;0,06359000;84,40000000;85,40000000
08/02/2021;893;A;UZS;0,00050930;0,00050990;10525,83000000;10535,83000000
08/02/2021;905;A;BDT;0,06320000;0,06356000;84,44000000;84,91000000
08/02/2021;912;B;WST;2,08700000;2,16880000;0,38890000;0,40410000
08/02/2021;913;A;KZT;0,01281000;0,01282000;418,62000000;418,96000000
08/02/2021;915;A;MNT;0,00186700;0,00190000;2825,00000000;2875,00000000
08/02/2021;920;A;VUV;0,04879000;0,05111000;105,00000000;110,00000000
08/02/2021;930;A;KRW;0,00479500;0,00480400;1117,29000000;1119,29000000
08/02/2021;946;A;TZS;0,00230900;0,00231900;2314,00000000;2324,00000000
08/02/2021;950;A;KES;0,04890000;0,04899000;109,55000000;109,75000000
08/02/2021;955;A;UGX;0,00146200;0,00146600;3660,00000000;3670,00000000
08/02/2021;960;A;SOS;0,00922100;0,00933400;575,00000000;582,00000000
08/02/2021;975;A;PLN;1,44370000;1,44470000;3,71490000;3,71710000
08/02/2021;978;B;EUR;6,46440000;6,46670000;1,20460000;1,20490000
08/02/2021;998;A;XAU;316,78870000;316,82410000;0,01694000;0,01694000
